line,set,target,rmse,bias
B,60m,arxiv,1.7713672983801279,-1.6946430420819163
B,60m,freelaw,1.3958684430703225,-1.3353459691739904
B,60m,pubmed_central,1.6792724680906814,-1.6209367686625207
B,60m,wikipedia_en,1.3583327864628032,-1.3394934384681587
B,60m,dm_mathematics,1.5704158811536237,-1.2166296177899363
B,60m,github,2.5761855786658066,-2.51585779656419
B,60m,stackexchange,1.7048266026692598,-1.6634723009855539
B,60m,gutenberg_pg_19,0.9732914891874382,-0.9550090917638144
B,60m,pile_cc,1.0660209104219662,-1.0580349250895011
B,60m,ubuntu_irc,1.981889981896212,-1.8676229563369402
B,60m,hackernews,0.997053731518571,-0.9775587112150161
B,60m,pubmed_abstracts,1.3291601009760994,-1.314086141767173
B,60m,uspto_backgrounds,1.3885329922795382,-1.3722364780756586
C,60m,arxiv,1.6970819545015305,-1.6785734162098094
C,60m,freelaw,1.4122690382805096,-1.3735398399206988
C,60m,pubmed_central,1.743537141847524,-1.7279933377387677
C,60m,wikipedia_en,1.4210836800389743,-1.3665116030260744
C,60m,dm_mathematics,1.54122127244395,-1.3598218027817213
C,60m,github,2.5453438994169,-2.5305092436833903
C,60m,stackexchange,1.6901842095385016,-1.6762168181479413
C,60m,gutenberg_pg_19,1.0661944871838998,-1.0202053200508585
C,60m,pile_cc,1.0921387806961158,-1.070392446114364
C,60m,ubuntu_irc,2.024923737063607,-1.9964950181908299
C,60m,hackernews,1.038187454777455,-1.0035967619427821
C,60m,pubmed_abstracts,1.4299231755260569,-1.376123026206195
C,60m,uspto_backgrounds,1.4427589007478856,-1.4031590955265694
C_posthoc,60m,arxiv,1.7090641949196275,-1.6920851865549653
C_posthoc,60m,freelaw,1.3978729324127848,-1.359711625077392
C_posthoc,60m,pubmed_central,1.7418063894054916,-1.7250341955152462
C_posthoc,60m,wikipedia_en,1.405942425893412,-1.3519221694087684
C_posthoc,60m,dm_mathematics,1.5404368282747594,-1.360238501688617
C_posthoc,60m,github,2.5500811082304335,-2.5350978452763853
C_posthoc,60m,stackexchange,1.6954574653314245,-1.6817171963373907
C_posthoc,60m,gutenberg_pg_19,1.0578071388330241,-1.0139621413062874
C_posthoc,60m,pile_cc,1.084472247019599,-1.0630857182730447
C_posthoc,60m,ubuntu_irc,2.0195262354526524,-1.99118098638682
C_posthoc,60m,hackernews,1.036389944018027,-1.0015664530788135
C_posthoc,60m,pubmed_abstracts,1.4198754784453615,-1.364870464054106
C_posthoc,60m,uspto_backgrounds,1.4315218772087,-1.3903655718295864
A,1B,arxiv,3.2086141722636907,-3.1923870832655927
A,1B,freelaw,3.3734879519263865,-3.3675114658229006
A,1B,pubmed_central,3.382914001657544,-3.3642454890829927
A,1B,wikipedia_en,3.3103596766030994,-3.3074277667889156
A,1B,dm_mathematics,2.678795340072675,-2.619462401289382
A,1B,github,4.448002635460592,-4.43814885384575
A,1B,stackexchange,3.5481801953240137,-3.543176573878638
A,1B,gutenberg_pg_19,2.68054998671003,-2.6744035439454326
A,1B,pile_cc,2.6857029262773833,-2.6831907033237634
A,1B,ubuntu_irc,4.122803661853217,-4.0603410664699275
A,1B,hackernews,2.323527936926942,-2.3173186033913677
A,1B,pubmed_abstracts,3.02838474206232,-3.019066740850304
A,1B,uspto_backgrounds,2.8884385979365357,-2.8853543855419894
B,1B,arxiv,2.5444312672825005,-2.5062421486215296
B,1B,freelaw,3.0290286805634596,-3.017906816453362
B,1B,pubmed_central,2.8400497541469587,-2.814555837884903
B,1B,wikipedia_en,3.0244434548960943,-3.016308350554681
B,1B,dm_mathematics,2.29042007849451,-2.1277198797529224
B,1B,github,3.802381371248199,-3.7442653089546782
B,1B,stackexchange,3.0757986666207113,-3.038266369532209
B,1B,gutenberg_pg_19,2.5131924462848994,-2.5038247293766798
B,1B,pile_cc,2.4605219346727067,-2.453496130626588
B,1B,ubuntu_irc,3.8365810663829514,-3.7520906499134674
B,1B,hackernews,2.16308898844919,-2.1517384971424693
B,1B,pubmed_abstracts,2.838308654871657,-2.8322287677808475
B,1B,uspto_backgrounds,2.7332361772180924,-2.72586631110845
C,1B,arxiv,2.6849925722947092,-2.680145135358234
C,1B,freelaw,3.002473664551756,-2.9976724056118615
C,1B,pubmed_central,2.890213269881543,-2.8883758791194634
C,1B,wikipedia_en,3.277559705657019,-3.274869990232834
C,1B,dm_mathematics,2.3996733165063313,-2.1574524814883267
C,1B,github,3.7297148774655042,-3.7280213072383237
C,1B,stackexchange,3.0775645511562435,-3.0758146364447425
C,1B,gutenberg_pg_19,2.624727900812582,-2.616470042169294
C,1B,pile_cc,2.745465315619111,-2.743679427638811
C,1B,ubuntu_irc,4.063598787150512,-4.040191714417123
C,1B,hackernews,2.2436137654370074,-2.2360348936188013
C,1B,pubmed_abstracts,2.8337838463106477,-2.83153673111484
C,1B,uspto_backgrounds,2.7804279013378035,-2.777632638422949
C_posthoc,1B,arxiv,2.6950926563422586,-2.690306019068525
C_posthoc,1B,freelaw,3.002586403403308,-2.99736105099615
C_posthoc,1B,pubmed_central,2.888415735397606,-2.8863561098699644
C_posthoc,1B,wikipedia_en,3.2753899024785205,-3.272603519067528
C_posthoc,1B,dm_mathematics,2.401710045972371,-2.158042324837533
C_posthoc,1B,github,3.732234840786001,-3.730021607076533
C_posthoc,1B,stackexchange,3.0853953063149158,-3.0835372190273045
C_posthoc,1B,gutenberg_pg_19,2.628769048112352,-2.620426327978239
C_posthoc,1B,pile_cc,2.7476281380291168,-2.745827921871257
C_posthoc,1B,ubuntu_irc,4.064814909605327,-4.042079922876772
C_posthoc,1B,hackernews,2.2497166321963906,-2.242141691150551
C_posthoc,1B,pubmed_abstracts,2.829420244743209,-2.8269507760287205
C_posthoc,1B,uspto_backgrounds,2.7903785903795115,-2.787223361081753
A,est_10b,arxiv,3.3999791251110856,-3.347374700643415
A,est_10b,freelaw,3.4563268214326173,-3.4171222130189305
A,est_10b,pubmed_central,3.471294545722684,-3.438918011530019
A,est_10b,wikipedia_en,3.886324160088922,-3.8712740810370576
A,est_10b,dm_mathematics,2.8327615124063272,-2.7398627246537917
A,est_10b,github,3.701618697524208,-3.660141996976336
A,est_10b,stackexchange,3.598649878366397,-3.5764205342992947
A,est_10b,gutenberg_pg_19,3.586784041321949,-3.572636340514871
A,est_10b,pile_cc,3.807114320386919,-3.796485863547993
A,est_10b,ubuntu_irc,4.475004999685536,-4.449244421164331
A,est_10b,hackernews,3.5844799773245635,-3.5702847608622945
A,est_10b,pubmed_abstracts,3.652138640264743,-3.6305628863403734
A,est_10b,uspto_backgrounds,3.448486225065025,-3.4323119646467846
B,est_10b,arxiv,3.419675816701604,-3.3315614170217938
B,est_10b,freelaw,3.4874210209991854,-3.445398134429114
B,est_10b,pubmed_central,3.4606564589747384,-3.3973613714386564
B,est_10b,wikipedia_en,3.86515332440767,-3.842837070803682
B,est_10b,dm_mathematics,2.9031186736406664,-2.7688460062144937
B,est_10b,github,3.7342908685968013,-3.655567795868956
B,est_10b,stackexchange,3.5926044864444866,-3.5315386782981317
B,est_10b,gutenberg_pg_19,3.58525322604703,-3.567951592706088
B,est_10b,pile_cc,3.808674918201208,-3.795384978379543
B,est_10b,ubuntu_irc,4.489670906545064,-4.449075331734772
B,est_10b,hackernews,3.597875096679441,-3.580810913145805
B,est_10b,pubmed_abstracts,3.6221121710244755,-3.596648006416492
B,est_10b,uspto_backgrounds,3.413046102845652,-3.389762975140218
C,est_10b,arxiv,3.5232914798294876,-3.426961178267546
C,est_10b,freelaw,3.4788430750757096,-3.449798216420267
C,est_10b,pubmed_central,3.5145702206843685,-3.458034307426017
C,est_10b,wikipedia_en,3.8670863596470486,-3.852715689471718
C,est_10b,dm_mathematics,2.9387924711851925,-2.7288487853549057
C,est_10b,github,3.663412765569928,-3.5786479064697514
C,est_10b,stackexchange,3.5760059441645646,-3.519877086757124
C,est_10b,gutenberg_pg_19,3.6048190899514334,-3.5916281812612945
C,est_10b,pile_cc,3.8079865858215487,-3.797237933338148
C,est_10b,ubuntu_irc,4.547409757293016,-4.477421787702793
C,est_10b,hackernews,3.609073183808424,-3.594771989304282
C,est_10b,pubmed_abstracts,3.6253670788518755,-3.607532740609861
C,est_10b,uspto_backgrounds,3.4300493947409416,-3.4161627413749573
C_posthoc,est_10b,arxiv,3.524669887094763,-3.4297263926329915
C_posthoc,est_10b,freelaw,3.475138395437001,-3.4463599169796137
C_posthoc,est_10b,pubmed_central,3.51419696177204,-3.4586479953688554
C_posthoc,est_10b,wikipedia_en,3.8635326947736273,-3.8488157044928633
C_posthoc,est_10b,dm_mathematics,2.9386105167739482,-2.7276278068284463
C_posthoc,est_10b,github,3.660262331631871,-3.5760620659449027
C_posthoc,est_10b,stackexchange,3.5747346318018156,-3.5193019693194962
C_posthoc,est_10b,gutenberg_pg_19,3.603475183266637,-3.5899364165179644
C_posthoc,est_10b,pile_cc,3.8051454077558997,-3.794151461002652
C_posthoc,est_10b,ubuntu_irc,4.548245358386363,-4.478844699739846
C_posthoc,est_10b,hackernews,3.6077487566131423,-3.5935339685544228
C_posthoc,est_10b,pubmed_abstracts,3.621267129207062,-3.6033077264492195
C_posthoc,est_10b,uspto_backgrounds,3.4268665445570328,-3.412851418254237
A,est_70b,arxiv,3.7659112234361762,-3.7107969228656374
A,est_70b,freelaw,3.8279510068914715,-3.787215863812582
A,est_70b,pubmed_central,3.8409474821400784,-3.8067180115300197
A,est_70b,wikipedia_en,4.29967948672698,-4.2848359857989635
A,est_70b,dm_mathematics,3.1220433752779075,-3.031648438939506
A,est_70b,github,4.085432619893995,-4.04231025094459
A,est_70b,stackexchange,3.9751340141938982,-3.9516872009659605
A,est_70b,gutenberg_pg_19,3.9704681936720037,-3.9562490389275697
A,est_70b,pile_cc,4.21586344452752,-4.20591126037339
A,est_70b,ubuntu_irc,4.956199926577097,-4.930296802116712
A,est_70b,hackernews,3.971259446324265,-3.957579998957532
A,est_70b,pubmed_abstracts,4.037964741551303,-4.016905743483232
A,est_70b,uspto_backgrounds,3.8147335464626355,-3.798354821789642
B,est_70b,arxiv,3.7875317680905565,-3.6949836392440165
B,est_70b,freelaw,3.859347463146627,-3.8154917852227643
B,est_70b,pubmed_central,3.830347367178202,-3.7651613714386563
B,est_70b,wikipedia_en,4.278376458436183,-4.256398975565586
B,est_70b,dm_mathematics,3.198107116355673,-3.0606317205002083
B,est_70b,github,4.119378872819595,-4.03773604983721
B,est_70b,stackexchange,3.9688822080965753,-3.9068053449647984
B,est_70b,gutenberg_pg_19,3.9688398451037123,-3.9515642911187876
B,est_70b,pile_cc,4.217249999406576,-4.20481037520494
B,est_70b,ubuntu_irc,4.9722531912896875,-4.930127712687153
B,est_70b,hackernews,3.9845919882646683,-3.968106151241042
B,est_70b,pubmed_abstracts,4.0080206278923,-3.9829908635593494
B,est_70b,uspto_backgrounds,3.779279078517446,-3.7558058322830745
C,est_70b,arxiv,3.892995749704348,-3.7903834004897674
C,est_70b,freelaw,3.8515912548046867,-3.8198918672139177
C,est_70b,pubmed_central,3.8853820709222235,-3.8258343074260184
C,est_70b,wikipedia_en,4.280368486991853,-4.266277594233622
C,est_70b,dm_mathematics,3.247182603963517,-3.02063449964062
C,est_70b,github,4.049777397957814,-3.9608161604380068
C,est_70b,stackexchange,3.953052404432821,-3.8951437534237896
C,est_70b,gutenberg_pg_19,3.988249051222684,-3.975240879673993
C,est_70b,pile_cc,4.216529214503375,-4.206663330163545
C,est_70b,ubuntu_irc,5.031379092873205,-4.958474168655175
C,est_70b,hackernews,3.9957412545170765,-3.98206722739952
C,est_70b,pubmed_abstracts,4.011429054106505,-3.993875597752717
C,est_70b,uspto_backgrounds,3.796163028842558,-3.782205598517815
C_posthoc,est_70b,arxiv,3.8944273250891914,-3.793148614855214
C_posthoc,est_70b,freelaw,3.8478334473808427,-3.8164535677732645
C_posthoc,est_70b,pubmed_central,3.8850256501740352,-3.8264479953688557
C_posthoc,est_70b,wikipedia_en,4.276784210388659,-4.262377609254768
C_posthoc,est_70b,dm_mathematics,3.246989172896214,-3.019413521114161
C_posthoc,est_70b,github,4.046681590697742,-3.9582303199131563
C_posthoc,est_70b,stackexchange,3.951826112351487,-3.8945686359861633
C_posthoc,est_70b,gutenberg_pg_19,3.9868749651695077,-3.973549114930663
C_posthoc,est_70b,pile_cc,4.213669347006497,-4.2035768578280495
C_posthoc,est_70b,ubuntu_irc,5.032227140436928,-4.959897080692226
C_posthoc,est_70b,hackernews,3.994414549509446,-3.980829206649661
C_posthoc,est_70b,pubmed_abstracts,4.007355015186027,-3.9896505835920784
C_posthoc,est_70b,uspto_backgrounds,3.7929811730990766,-3.7788942753970947
