dataset,kind,variant,mode,target,n,spearman,regret,expected_regret_random_pick,rmse_uncalibrated,mae_uncalibrated,y_min,y_max,y_range,topk1_hit,topk3_hit,topk5_hit,topk10_hit
same_scale_1m,final_test,best_entropy_proxyQ,entropy_proxy,__composite_equal_v__,256,0.92285062371252,0.0,0.5335057505334797,0.11749914973830085,0.09800900652475343,4.748776215773362,6.255406177960909,1.5066299621875467,True,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,arxiv,256,0.9940532730601969,0.0,1.2405663644894966,0.13164286890747962,0.07635437847431417,3.63838243484497,7.142473220825195,3.5040907859802255,True,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,freelaw,256,0.9953665026321813,0.0,1.4551817057654262,0.0725220468792966,0.057266649301385135,3.86080002784729,6.862546443939209,3.001746416091919,True,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,pubmed_central,256,0.9907959487296865,0.0,1.225560549646616,0.11562168016955743,0.08568354198676337,3.862565755844116,6.957304000854492,3.094738245010376,True,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,wikipedia_en,256,0.9900692378118563,0.0,1.0926313363015652,0.08535591435980945,0.06324804265444149,4.7230305671691895,7.166999340057373,2.4439687728881836,True,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,dm_mathematics,256,0.9731360151064317,0.008298754692077193,1.924599851481616,0.21819168538321843,0.09483306917064853,1.834458470344544,6.2641472816467285,4.429688811302185,False,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,github,256,0.9964587148088807,0.0,1.3801390025764704,0.11081878684248213,0.07571116471383069,3.6935882568359375,7.509933948516846,3.816345691680908,True,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,stackexchange,256,0.9942049095902953,0.0,1.1319399876520038,0.09148662324648225,0.06431181043764193,3.9877002239227295,6.952165603637695,2.964465379714966,True,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,gutenberg_pg_19,256,0.9827577821011673,0.05821514129638672,0.7652148362249136,0.10027126527692677,0.07162389259482985,4.6640167236328125,6.7244133949279785,2.060396671295166,False,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,pile_cc,256,0.9808523117418173,0.0041713714599609375,0.6065231766551733,0.07237220364394706,0.05675123811634712,5.127173900604248,6.680059432983398,1.5528855323791504,False,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,ubuntu_irc,256,0.9683058194094758,0.07630062103271484,1.7912629321217537,0.1504685413426926,0.1029780330702627,4.698722839355469,8.19113540649414,3.492412567138672,False,False,True,True
same_scale_1m,final_test,forest_pertarget_none,none,hackernews,256,0.9760571641107805,0.0,0.6920997891575098,0.08024841437869834,0.059849791078243814,4.698311805725098,6.307061195373535,1.6087493896484375,True,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,pubmed_abstracts,256,0.9899097333485923,0.0,0.9694185573607683,0.09436811406027214,0.06801501257995013,4.4454193115234375,7.118744850158691,2.673325538635254,True,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,uspto_backgrounds,256,0.9875536449988556,0.0,1.0414554253220558,0.06818060975982458,0.049299978331755805,4.11890172958374,6.433174133300781,2.314272403717041,True,True,True,True
same_scale_1m,final_test,forest_pertarget_none,none,__composite_equal_v__,256,0.9873240444037538,0.0,0.5335057505334797,0.047731991719382354,0.037811391459726965,4.748776215773362,6.255406177960909,1.5066299621875467,True,True,True,True
same_scale_1m,final_test,ridge_none,none,arxiv,256,0.740830281528954,0.0,1.2405663644894966,0.5877952234716207,0.4900615341967621,3.63838243484497,7.142473220825195,3.5040907859802255,True,True,True,True
same_scale_1m,final_test,ridge_none,none,freelaw,256,0.7696812771801328,0.0,1.4551817057654262,0.4810788545713862,0.4183058280461566,3.86080002784729,6.862546443939209,3.001746416091919,True,True,True,True
same_scale_1m,final_test,ridge_none,none,pubmed_central,256,0.8297643911650263,0.0,1.225560549646616,0.5302413436057294,0.45830258041299266,3.862565755844116,6.957304000854492,3.094738245010376,True,True,True,True
same_scale_1m,final_test,ridge_none,none,wikipedia_en,256,0.8788288223849852,0.0,1.0926313363015652,0.29562486820214184,0.24671874848974157,4.7230305671691895,7.166999340057373,2.4439687728881836,True,True,True,True
same_scale_1m,final_test,ridge_none,none,dm_mathematics,256,0.7674668116273747,0.008298754692077193,1.924599851481616,1.158720460894497,1.053232578654765,1.834458470344544,6.2641472816467285,4.429688811302185,False,True,True,True
same_scale_1m,final_test,ridge_none,none,github,256,0.8380529011215381,0.0,1.3801390025764704,0.611972811252041,0.50607940796936,3.6935882568359375,7.509933948516846,3.816345691680908,True,True,True,True
same_scale_1m,final_test,ridge_none,none,stackexchange,256,0.8194066147859922,0.0,1.1319399876520038,0.44775249504606196,0.3705963109610797,3.9877002239227295,6.952165603637695,2.964465379714966,True,True,True,True
same_scale_1m,final_test,ridge_none,none,gutenberg_pg_19,256,0.889556391622797,0.0,0.7652148362249136,0.25708096425055793,0.20120897798247073,4.6640167236328125,6.7244133949279785,2.060396671295166,True,True,True,True
same_scale_1m,final_test,ridge_none,none,pile_cc,256,0.9007345788509956,0.0041713714599609375,0.6065231766551733,0.1538964608442595,0.12477847733331589,5.127173900604248,6.680059432983398,1.5528855323791504,False,True,True,True
same_scale_1m,final_test,ridge_none,none,ubuntu_irc,256,0.7632639047837033,0.06603002548217862,1.7912629321217537,0.6505137539938817,0.5691565292923805,4.698722839355469,8.19113540649414,3.492412567138672,False,True,True,True
same_scale_1m,final_test,ridge_none,none,hackernews,256,0.8423995765621424,0.0,0.6920997891575098,0.19112661032084036,0.1570887078734413,4.698311805725098,6.307061195373535,1.6087493896484375,True,True,True,True
same_scale_1m,final_test,ridge_none,none,pubmed_abstracts,256,0.9226625085831999,0.0,0.9694185573607683,0.26282181715292197,0.20341650330129524,4.4454193115234375,7.118744850158691,2.673325538635254,True,True,True,True
same_scale_1m,final_test,ridge_none,none,uspto_backgrounds,256,0.85,0.0,1.0414554253220558,0.27183134598263575,0.2245932286273225,4.11890172958374,6.433174133300781,2.314272403717041,True,True,True,True
same_scale_1m,final_test,ridge_none,none,__composite_equal_v__,256,0.6244485294117647,0.7085578808417692,0.5335057505334797,0.22765452617213322,0.1808758055028396,4.748776215773362,6.255406177960909,1.5066299621875467,False,False,False,False
same_scale_1m,final_test,forest_equal,equal,arxiv,256,0.9350981345845731,0.07949662208557218,1.2405663644894966,0.31734037718192915,0.25047261323675973,3.63838243484497,7.142473220825195,3.5040907859802255,False,False,False,True
same_scale_1m,final_test,forest_equal,equal,freelaw,256,0.8975423437857634,0.0,1.4551817057654262,0.4042499240976937,0.32576849167833166,3.86080002784729,6.862546443939209,3.001746416091919,True,True,True,True
same_scale_1m,final_test,forest_equal,equal,pubmed_central,256,0.9222490844586863,0.0,1.225560549646616,0.3817127249384258,0.3233337801456459,3.862565755844116,6.957304000854492,3.094738245010376,True,True,True,True
same_scale_1m,final_test,forest_equal,equal,wikipedia_en,256,0.7055633440146487,0.1311345100402832,1.0926313363015652,0.42332476366348615,0.34983475843728296,4.7230305671691895,7.166999340057373,2.4439687728881836,False,False,False,True
same_scale_1m,final_test,forest_equal,equal,dm_mathematics,256,0.9309159704737926,0.07132172584533647,1.924599851481616,0.3674753012595949,0.27549097840111736,1.834458470344544,6.2641472816467285,4.429688811302185,False,False,False,False
same_scale_1m,final_test,forest_equal,equal,github,256,0.9503497653925383,0.13181257247924805,1.3801390025764704,0.35339198987130593,0.27557474879325106,3.6935882568359375,7.509933948516846,3.816345691680908,False,False,False,False
same_scale_1m,final_test,forest_equal,equal,stackexchange,256,0.9282845044632639,0.008864641189575195,1.1319399876520038,0.2861272636828457,0.21456976115232743,3.9877002239227295,6.952165603637695,2.964465379714966,False,True,True,True
same_scale_1m,final_test,forest_equal,equal,gutenberg_pg_19,256,0.626475595101854,0.28081703186035156,0.7652148362249136,0.36370535597711184,0.30004422158114463,4.6640167236328125,6.7244133949279785,2.060396671295166,False,False,False,False
same_scale_1m,final_test,forest_equal,equal,pile_cc,256,0.8052564946211948,0.006951808929443359,0.6065231766551733,0.21367060957111111,0.16868859520867202,5.127173900604248,6.680059432983398,1.5528855323791504,False,False,True,True
same_scale_1m,final_test,forest_equal,equal,ubuntu_irc,256,0.8857683394369421,0.5499334335327148,1.7912629321217537,0.35831471750784327,0.2642417214338313,4.698722839355469,8.19113540649414,3.492412567138672,False,False,False,False
same_scale_1m,final_test,forest_equal,equal,hackernews,256,0.5012860494392309,0.8206267356872559,0.6920997891575098,0.2910153498174231,0.24497632711372586,4.698311805725098,6.307061195373535,1.6087493896484375,False,False,False,False
same_scale_1m,final_test,forest_equal,equal,pubmed_abstracts,256,0.6915999084458686,0.48110198974609375,0.9694185573607683,0.41853790722133677,0.333578105639075,4.4454193115234375,7.118744850158691,2.673325538635254,False,False,False,False
same_scale_1m,final_test,forest_equal,equal,uspto_backgrounds,256,0.6125836861982147,0.14324474334716797,1.0414554253220558,0.41664224586489795,0.3522612601405394,4.11890172958374,6.433174133300781,2.314272403717041,False,False,False,False
same_scale_1m,final_test,forest_equal,equal,__composite_equal_v__,256,0.9216997596704051,0.0,0.5335057505334797,0.11746945753962548,0.09853859456209266,4.748776215773362,6.255406177960909,1.5066299621875467,True,True,True,True
same_scale_1m,final_test,forest_none,none,arxiv,256,0.9333886472877089,0.07949662208557218,1.2405663644894966,0.3199692530643725,0.2534547218748532,3.63838243484497,7.142473220825195,3.5040907859802255,False,False,False,True
same_scale_1m,final_test,forest_none,none,freelaw,256,0.8970080395971618,0.0,1.4551817057654262,0.3985979769448637,0.31940765946650407,3.86080002784729,6.862546443939209,3.001746416091919,True,True,True,True
same_scale_1m,final_test,forest_none,none,pubmed_central,256,0.9263754577706569,0.0,1.225560549646616,0.3722762436572316,0.3141365934560216,3.862565755844116,6.957304000854492,3.094738245010376,True,True,True,True
same_scale_1m,final_test,forest_none,none,wikipedia_en,256,0.6997854200045777,0.1311345100402832,1.0926313363015652,0.43089400670755346,0.3569607002138796,4.7230305671691895,7.166999340057373,2.4439687728881836,False,False,False,True
same_scale_1m,final_test,forest_none,none,dm_mathematics,256,0.9302715152208744,0.07132172584533647,1.924599851481616,0.36728781093136686,0.2765155568498756,1.834458470344544,6.2641472816467285,4.429688811302185,False,False,False,False
same_scale_1m,final_test,forest_none,none,github,256,0.9501029983978027,0.13181257247924805,1.3801390025764704,0.3567694042480682,0.27586614118675723,3.6935882568359375,7.509933948516846,3.816345691680908,False,False,False,False
same_scale_1m,final_test,forest_none,none,stackexchange,256,0.9233205539024949,0.008864641189575195,1.1319399876520038,0.2873130530470632,0.21386854958607787,3.9877002239227295,6.952165603637695,2.964465379714966,False,True,True,True
same_scale_1m,final_test,forest_none,none,gutenberg_pg_19,256,0.5986932078278783,0.28081703186035156,0.7652148362249136,0.3710767011435129,0.3044222442267004,4.6640167236328125,6.7244133949279785,2.060396671295166,False,False,False,False
same_scale_1m,final_test,forest_none,none,pile_cc,256,0.7979657816433967,0.006951808929443359,0.6065231766551733,0.21967414151586973,0.1747579781046093,5.127173900604248,6.680059432983398,1.5528855323791504,False,False,True,True
same_scale_1m,final_test,forest_none,none,ubuntu_irc,256,0.886380607690547,0.5499334335327148,1.7912629321217537,0.3597209437616908,0.26559462565655956,4.698722839355469,8.19113540649414,3.492412567138672,False,False,False,False
same_scale_1m,final_test,forest_none,none,hackernews,256,0.49031314373998625,0.832918643951416,0.6920997891575098,0.29404751376332805,0.24795433019895463,4.698311805725098,6.307061195373535,1.6087493896484375,False,False,False,False
same_scale_1m,final_test,forest_none,none,pubmed_abstracts,256,0.7065160791943237,0.48110198974609375,0.9694185573607683,0.41051065057541947,0.327667339869457,4.4454193115234375,7.118744850158691,2.673325538635254,False,False,False,False
same_scale_1m,final_test,forest_none,none,uspto_backgrounds,256,0.6489099336232548,0.02772235870361328,1.0414554253220558,0.40931960878539947,0.3460041337852321,4.11890172958374,6.433174133300781,2.314272403717041,False,True,True,True
same_scale_1m,final_test,forest_none,none,__composite_equal_v__,256,0.9221210517280842,0.0,0.5335057505334797,0.11873852364035359,0.09967837745705585,4.748776215773362,6.255406177960909,1.5066299621875467,True,True,True,True
same_scale_1m,final_test,best_drop_ref16,none,arxiv,256,0.9334666113527122,0.07949662208557218,1.2405663644894966,0.3182073929184069,0.25240207256921127,3.63838243484497,7.142473220825195,3.5040907859802255,False,False,False,True
same_scale_1m,final_test,best_drop_ref16,none,freelaw,256,0.8968513962005036,0.0,1.4551817057654262,0.3974319834206558,0.31946309046868593,3.86080002784729,6.862546443939209,3.001746416091919,True,True,True,True
same_scale_1m,final_test,best_drop_ref16,none,pubmed_central,256,0.925429875257496,0.0,1.225560549646616,0.370861241322589,0.3136279631745743,3.862565755844116,6.957304000854492,3.094738245010376,True,True,True,True
same_scale_1m,final_test,best_drop_ref16,none,wikipedia_en,256,0.7023696784161135,0.1311345100402832,1.0926313363015652,0.4278950450126032,0.35417940131350906,4.7230305671691895,7.166999340057373,2.4439687728881836,False,False,False,True
same_scale_1m,final_test,best_drop_ref16,none,dm_mathematics,256,0.9347018768596933,0.07132172584533647,1.924599851481616,0.3618299814784468,0.27173723429437574,1.834458470344544,6.2641472816467285,4.429688811302185,False,False,False,False
same_scale_1m,final_test,best_drop_ref16,none,github,256,0.9505714980544747,0.13181257247924805,1.3801390025764704,0.3546410687862144,0.2731063145311579,3.6935882568359375,7.509933948516846,3.816345691680908,False,False,False,False
same_scale_1m,final_test,best_drop_ref16,none,stackexchange,256,0.9253855287251087,0.008864641189575195,1.1319399876520038,0.28531422240532994,0.21207792082321758,3.9877002239227295,6.952165603637695,2.964465379714966,False,True,True,True
same_scale_1m,final_test,best_drop_ref16,none,gutenberg_pg_19,256,0.6057564660105287,0.6112070083618164,0.7652148362249136,0.3698799053840364,0.3031040903218164,4.6640167236328125,6.7244133949279785,2.060396671295166,False,False,False,False
same_scale_1m,final_test,best_drop_ref16,none,pile_cc,256,0.8059982261387045,0.006951808929443359,0.6065231766551733,0.21727032835457874,0.17280635505382502,5.127173900604248,6.680059432983398,1.5528855323791504,False,False,True,True
same_scale_1m,final_test,best_drop_ref16,none,ubuntu_irc,256,0.8870186255436027,0.5499334335327148,1.7912629321217537,0.3599375112016602,0.2654743346819388,4.698722839355469,8.19113540649414,3.492412567138672,False,False,False,False
same_scale_1m,final_test,best_drop_ref16,none,hackernews,256,0.5179109922178988,0.22129058837890625,0.6920997891575098,0.29061333635779596,0.2447558163753932,4.698311805725098,6.307061195373535,1.6087493896484375,False,False,False,False
same_scale_1m,final_test,best_drop_ref16,none,pubmed_abstracts,256,0.707857204165713,0.48110198974609375,0.9694185573607683,0.4087979237146753,0.32403314674148215,4.4454193115234375,7.118744850158691,2.673325538635254,False,False,False,False
same_scale_1m,final_test,best_drop_ref16,none,uspto_backgrounds,256,0.6601725223163195,0.02772235870361328,1.0414554253220558,0.4068425482480945,0.34346922283250814,4.11890172958374,6.433174133300781,2.314272403717041,False,True,True,True
same_scale_1m,final_test,best_drop_ref16,none,__composite_equal_v__,256,0.9241381036850538,0.0,0.5335057505334797,0.11764688436682216,0.09855327793026572,4.748776215773362,6.255406177960909,1.5066299621875467,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,arxiv,256,0.7753275921263447,0.0,1.2405663644894966,0.5685190269178069,0.4658135870527376,3.63838243484497,7.142473220825195,3.5040907859802255,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,freelaw,256,0.7707899404898146,0.0,1.4551817057654262,0.48084633953227535,0.4180843478922449,3.86080002784729,6.862546443939209,3.001746416091919,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,pubmed_central,256,0.8252224479285878,0.0,1.225560549646616,0.5342964345671596,0.4624083134068064,3.862565755844116,6.957304000854492,3.094738245010376,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,wikipedia_en,256,0.8791750114442665,0.0,1.0926313363015652,0.2956941520660187,0.24661422282075984,4.7230305671691895,7.166999340057373,2.4439687728881836,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,dm_mathematics,256,0.7645914396887159,0.008298754692077193,1.924599851481616,1.160527106259389,1.0544981044471506,1.834458470344544,6.2641472816467285,4.429688811302185,False,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,github,256,0.8304074158846418,0.0,1.3801390025764704,0.617178555074059,0.5091427526872707,3.6935882568359375,7.509933948516846,3.816345691680908,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,stackexchange,256,0.8226918345159075,0.0,1.1319399876520038,0.4446233135049107,0.3697212076673671,3.9877002239227295,6.952165603637695,2.964465379714966,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,gutenberg_pg_19,256,0.8886408503089952,0.0,0.7652148362249136,0.2564421635714397,0.19982995208286608,4.6640167236328125,6.7244133949279785,2.060396671295166,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,pile_cc,256,0.9006051155870909,0.0041713714599609375,0.6065231766551733,0.15393414918196394,0.12480061312644758,5.127173900604248,6.680059432983398,1.5528855323791504,False,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,ubuntu_irc,256,0.764474135957885,0.06603002548217862,1.7912629321217537,0.6506697561520429,0.5678244906839336,4.698722839355469,8.19113540649414,3.492412567138672,False,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,hackernews,256,0.84184452964065,0.0,0.6920997891575098,0.19159426208124938,0.15746552163951863,4.698311805725098,6.307061195373535,1.6087493896484375,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,pubmed_abstracts,256,0.9217290856031128,0.0,0.9694185573607683,0.26282837823057864,0.2037883699954206,4.4454193115234375,7.118744850158691,2.673325538635254,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,uspto_backgrounds,256,0.8489228084229801,0.0,1.0414554253220558,0.27273336444613194,0.22517984268709182,4.11890172958374,6.433174133300781,2.314272403717041,True,True,True,True
same_scale_1m,final_test,ridge_entropy,entropy,__composite_equal_v__,256,0.6147752632181277,0.7085578808417692,0.5335057505334797,0.23028649890028993,0.18277695970334698,4.748776215773362,6.255406177960909,1.5066299621875467,False,False,False,False
same_scale_1m,final_test,ridge_equal,equal,arxiv,256,0.7566984721904326,0.0,1.2405663644894966,0.5844101621540073,0.48498364867774424,3.63838243484497,7.142473220825195,3.5040907859802255,True,True,True,True
same_scale_1m,final_test,ridge_equal,equal,freelaw,256,0.7712791828793775,0.0,1.4551817057654262,0.48049404169059845,0.4178495356266507,3.86080002784729,6.862546443939209,3.001746416091919,True,True,True,True
same_scale_1m,final_test,ridge_equal,equal,pubmed_central,256,0.826524948500801,0.0,1.225560549646616,0.533258681567169,0.4611016952175821,3.862565755844116,6.957304000854492,3.094738245010376,True,True,True,True
same_scale_1m,final_test,ridge_equal,equal,wikipedia_en,256,0.8772938601510644,0.0,1.0926313363015652,0.2932868293353105,0.24446455102804632,4.7230305671691895,7.166999340057373,2.4439687728881836,True,True,True,True
same_scale_1m,final_test,ridge_equal,equal,dm_mathematics,256,0.7673430704966812,0.008298754692077193,1.924599851481616,1.159478067127427,1.0536437682936288,1.834458470344544,6.2641472816467285,4.429688811302185,False,True,True,True
same_scale_1m,final_test,ridge_equal,equal,github,256,0.8406950961318379,0.0,1.3801390025764704,0.6092880562468832,0.5039026085721657,3.6935882568359375,7.509933948516846,3.816345691680908,True,True,True,True
same_scale_1m,final_test,ridge_equal,equal,stackexchange,256,0.8167873083085374,0.0,1.1319399876520038,0.44891330217878894,0.3748946452082791,3.9877002239227295,6.952165603637695,2.964465379714966,True,True,True,True
same_scale_1m,final_test,ridge_equal,equal,gutenberg_pg_19,256,0.8890185111009384,0.0,0.7652148362249136,0.25673230032851324,0.20076253759170726,4.6640167236328125,6.7244133949279785,2.060396671295166,True,True,True,True
same_scale_1m,final_test,ridge_equal,equal,pile_cc,256,0.9011887731746395,0.0041713714599609375,0.6065231766551733,0.15164697806034869,0.1227812653921592,5.127173900604248,6.680059432983398,1.5528855323791504,False,True,True,True
same_scale_1m,final_test,ridge_equal,equal,ubuntu_irc,256,0.7655498970016021,0.06603002548217862,1.7912629321217537,0.649735536366017,0.5671438339445951,4.698722839355469,8.19113540649414,3.492412567138672,False,True,True,True
same_scale_1m,final_test,ridge_equal,equal,hackernews,256,0.8423416399633783,0.0,0.6920997891575098,0.19134654843805016,0.15659594921470577,4.698311805725098,6.307061195373535,1.6087493896484375,True,True,True,True
same_scale_1m,final_test,ridge_equal,equal,pubmed_abstracts,256,0.9225924124513619,0.0,0.9694185573607683,0.2627338661583846,0.20332076777852442,4.4454193115234375,7.118744850158691,2.673325538635254,True,True,True,True
same_scale_1m,final_test,ridge_equal,equal,uspto_backgrounds,256,0.8474193179217212,0.0,1.0414554253220558,0.273304544269053,0.22522833230471268,4.11890172958374,6.433174133300781,2.314272403717041,True,True,True,True
same_scale_1m,final_test,ridge_equal,equal,__composite_equal_v__,256,0.6200546463721676,0.7085578808417692,0.5335057505334797,0.2298272521735459,0.18235756467147776,4.748776215773362,6.255406177960909,1.5066299621875467,False,False,False,False
same_scale_1m,final_test,forest_entropy,entropy,arxiv,256,0.9328779468986038,0.07949662208557218,1.2405663644894966,0.3210535885310436,0.2544585076281505,3.63838243484497,7.142473220825195,3.5040907859802255,False,False,False,True
same_scale_1m,final_test,forest_entropy,entropy,freelaw,256,0.8971417944609751,0.0,1.4551817057654262,0.40295215626297953,0.3258256422938365,3.86080002784729,6.862546443939209,3.001746416091919,True,True,True,True
same_scale_1m,final_test,forest_entropy,entropy,pubmed_central,256,0.9196405069810025,0.0,1.225560549646616,0.38325430138994593,0.3249063873286359,3.862565755844116,6.957304000854492,3.094738245010376,True,True,True,True
same_scale_1m,final_test,forest_entropy,entropy,wikipedia_en,256,0.725394827191577,0.1311345100402832,1.0926313363015652,0.41707675467999333,0.3448518940094518,4.7230305671691895,7.166999340057373,2.4439687728881836,False,False,False,True
same_scale_1m,final_test,forest_entropy,entropy,dm_mathematics,256,0.928651436255436,0.07132172584533647,1.924599851481616,0.3706976838315576,0.27676901594173375,1.834458470344544,6.2641472816467285,4.429688811302185,False,False,False,False
same_scale_1m,final_test,forest_entropy,entropy,github,256,0.9504170004577707,0.13181257247924805,1.3801390025764704,0.35619170694893254,0.27661139017802894,3.6935882568359375,7.509933948516846,3.816345691680908,False,False,False,False
same_scale_1m,final_test,forest_entropy,entropy,stackexchange,256,0.9282229915312429,0.008864641189575195,1.1319399876520038,0.28336982869976646,0.2107116430800201,3.9877002239227295,6.952165603637695,2.964465379714966,False,True,True,True
same_scale_1m,final_test,forest_entropy,entropy,gutenberg_pg_19,256,0.6514555676356145,0.05821514129638672,0.7652148362249136,0.3554148562976582,0.29316605009339625,4.6640167236328125,6.7244133949279785,2.060396671295166,False,True,True,True
same_scale_1m,final_test,forest_entropy,entropy,pile_cc,256,0.8191512645914397,0.006951808929443359,0.6065231766551733,0.2095603295715881,0.1661179796549314,5.127173900604248,6.680059432983398,1.5528855323791504,False,False,True,True
same_scale_1m,final_test,forest_entropy,entropy,ubuntu_irc,256,0.8856689173723964,0.5499334335327148,1.7912629321217537,0.35825808904345713,0.2646648688956075,4.698722839355469,8.19113540649414,3.492412567138672,False,False,False,False
same_scale_1m,final_test,forest_entropy,entropy,hackernews,256,0.49369850080109867,0.22129058837890625,0.6920997891575098,0.2920515345001584,0.24575720211844299,4.698311805725098,6.307061195373535,1.6087493896484375,False,False,False,False
same_scale_1m,final_test,forest_entropy,entropy,pubmed_abstracts,256,0.6850001430533302,0.48110198974609375,0.9694185573607683,0.41976765099618835,0.33574902445692123,4.4454193115234375,7.118744850158691,2.673325538635254,False,False,False,False
same_scale_1m,final_test,forest_entropy,entropy,uspto_backgrounds,256,0.6075796807049668,0.18534421920776367,1.0414554253220558,0.41841476360109203,0.35285934204948943,4.11890172958374,6.433174133300781,2.314272403717041,False,False,False,False
same_scale_1m,final_test,forest_entropy,entropy,__composite_equal_v__,256,0.924094472419318,0.0,0.5335057505334797,0.11657702421111452,0.09756145844895063,4.748776215773362,6.255406177960909,1.5066299621875467,True,True,True,True
cross_scale_60m,final_test,best_entropy_proxyQ,entropy_proxy,arxiv,256,0.9290412565804532,0.056302547454833984,0.8567161504179239,1.7090641949196275,1.6920851865549653,2.428633213043213,5.253716468811035,2.8250832557678223,False,False,False,True
cross_scale_60m,final_test,best_entropy_proxyQ,entropy_proxy,freelaw,256,0.8904454680704966,0.0,1.2320508332923055,1.3978729324127848,1.359711625077392,2.740884304046631,5.408122539520264,2.667238235473633,True,True,True,True
